,label1,centroid0,centroid1,area,minoraxislength,majoraxislength,eccentricity,minintensity,maxintensity,meanintensity,feretdiametermax,bbox01,bbox11,bbox21,bbox31,meanintensityfrangi,minintensityfrangi,maxintensityfrangi,type,lblpred1,label2,lblpred2,bbox02,bbox12,bbox22,bbox32,lblpred,plate,well,ImageNumber
37,47,1486.3680430879713,3649.666068222621,557,19.390209350264783,38.443179080321805,0.8634781713394166,2874,10771,7455.653500897666,38.8329756778952,1468,3635,1502,3662,0.0351322394974814,0,0,RES,N,24.0,N,1468.0,3635.0,1502.0,3662.0,N,F2,1,2
38,48,1566.1140939597317,3476.040268456376,149,11.951575976574048,17.0482764172197,0.713118937509787,5342,10521,8727.302013422819,18.97366596101028,1560,3466,1572,3484,0.0130314371280207,0,0,RES,N,26.0,N,1560.0,3461.0,1585.0,3484.0,N,F2,1,2
39,49,1576.0994152046785,3473.1111111111118,171,13.283831296285552,19.928012484157158,0.7454237749083682,5613,10305,8718.959064327486,22.360679774997894,1571,3461,1585,3483,0.0130226665566036,0,0,RES,N,26.0,N,1560.0,3461.0,1585.0,3484.0,N,F2,1,2
40,51,1556.1910471622705,3810.968824940048,1251,38.3489228500399,90.55243671613565,0.9058962793575374,4695,9246,7692.048760991207,79.6994353806851,1538,3768,1584,3844,0.0075882320690865,0,0,RES,N,,,,,,,,F2,1,2
41,55,1587.4813664596272,3819.487577639752,322,13.942790535252188,29.895478521530443,0.8845820554905552,4763,9044,7609.121118012423,29.546573405388315,1580,3806,1596,3833,0.0065307205771559,0,0,RES,N,25.0,N,1538.0,3768.0,1596.0,3844.0,N,F2,1,2
42,56,1652.0768482490273,4596.67607003891,1028,26.88006289540746,48.7938581108584,0.8345776672829178,4178,8575,6875.492217898833,48.83646178829912,1628,4583,1676,4611,0.0062365780841656,0,0,RES,P,27.0,P,1628.0,4583.0,1676.0,4611.0,P,F2,1,2
43,59,1901.638497652582,1385.5211267605634,213,15.059757747093515,21.886765284818964,0.7256386349101517,7430,8881,8164.25352112676,22.84731931759173,1894,1376,1915,1395,0.0001683935571158,0,0,RES,N,29.0,N,1894.0,1376.0,1915.0,1395.0,N,F2,1,2
44,60,1921.6857717445955,4244.154348919054,1989,45.294517489724456,62.13195891110303,0.6845082204420946,2598,8601,5910.20814479638,65.60487786742691,1889,4211,1949,4271,0.0156388427508253,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
45,61,1942.9980732177264,4215.512524084778,519,21.422379247823056,39.283173628208736,0.8382200180021236,4145,8212,6351.97302504817,38.07886552931954,1923,4203,1958,4233,0.0053307039950317,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
46,62,1942.7080291970804,4196.350364963504,274,16.318612794819067,22.831236201378516,0.6993806324090291,3854,8242,6465.93795620438,23.853720883753127,1932,4188,1953,4205,0.0054299857403393,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
47,63,1976.5046403712297,4191.578886310905,862,28.84238881600098,61.56684246255338,0.8834779397627249,3416,8382,6630.256380510441,59.16924876994806,1952,4173,2004,4208,0.0045227258470078,0,0,RES,P,28.0,N,1889.0,4094.0,2106.0,4271.0,P,F2,1,2
48,64,1950.0572139303483,4176.798507462687,402,15.643876914146851,33.45063918260841,0.8839028849802257,4565,8364,6770.79104477612,34.713109915419565,1936,4164,1962,4190,0.0035987847339003,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
49,65,1963.9491228070176,4216.964912280701,570,23.880360475398376,36.181568040471625,0.7512528373610516,4498,8405,6998.866666666667,37.8021163428716,1953,4203,1981,4238,0.0012079685091071,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
50,66,1967.0,4158.14596273292,644,22.5101448708682,40.339964606198045,0.8298335372264687,3636,8485,6359.385093167702,43.18564576337837,1953,4138,1979,4181,0.0054911881441931,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
51,67,1978.3595800524931,4180.299212598426,381,19.629270872298925,27.008678685816776,0.6868741017591788,3800,8244,6201.800524934383,27.29468812791236,1967,4167,1992,4194,0.0040779508992817,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
52,68,1999.4722222222224,4126.296626984127,2016,51.29168688342944,58.65689728223538,0.4851413726417298,3572,8657,6531.157242063492,63.28506932918696,1969,4095,2032,4151,0.0055638490368872,0,0,RES,N,,,,,,,,F2,1,2
53,69,2001.642718446602,4157.352427184466,1030,26.60671681130585,57.08592168500124,0.8847415613265464,3492,9310,6399.643689320388,60.41522986797286,1977,4145,2036,4175,0.005568560255055,0,0,RES,P,28.0,N,1889.0,4094.0,2106.0,4271.0,P,F2,1,2
54,70,2021.533512064343,3821.219839142091,373,19.37554366499959,24.89744689040991,0.6279990840070426,4427,10404,7777.230563002681,26.248809496813376,2012,3809,2032,3834,0.0183373672166443,0,0,RES,N,30.0,P,2012.0,3798.0,2049.0,3834.0,P,F2,1,2
55,71,2033.1846965699208,4120.506596306069,379,16.99532746612219,32.408917548102565,0.8514703117177135,3505,9330,6451.1187335092345,31.400636936215164,2021,4107,2048,4131,0.0078337126021577,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
56,73,2031.198312236287,3805.464135021097,237,16.278761721253435,20.0073241703215,0.5813688574576966,4261,9514,7708.548523206751,22.84731931759173,2019,3798,2040,3815,0.0197721139550468,0,0,RES,N,30.0,P,2012.0,3798.0,2049.0,3834.0,N,F2,1,2
57,75,2040.673267326733,4139.023102310231,303,16.310392080824016,24.55203367647937,0.7474488247378951,5127,9694,7247.844884488449,26.40075756488817,2029,4130,2053,4147,0.0042305335579933,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
58,76,2038.9384615384613,3817.4584615384615,325,12.386608318721002,38.42752275092414,0.9466250191687214,5038,9691,8517.510769230768,37.33630940518894,2028,3799,2049,3834,0.0058591921438062,0,0,RES,N,30.0,P,2012.0,3798.0,2049.0,3834.0,N,F2,1,2
59,77,2047.9088838268792,4104.305239179955,439,23.49960689428309,25.312336558927782,0.3716185071276807,2812,8873,6681.261958997722,27.892651361962702,2034,4094,2061,4119,0.02078303743616,0,0,RES,N,28.0,N,1889.0,4094.0,2106.0,4271.0,N,F2,1,2
